username,pesan,label,label_angka,case_folding,cleaning,hasil_stopwords,tweet_tokens,tweet_stemmer
@ekokuntadhi1,"Waktu Prabowo diangkat jadi Menhan, Projo ngambek. Ngancam mau bubarin diri. 

Ketika gak dapat jatah kabinet, Projo juga ngambek. Ngancam mau bubarin diri. 

Nanti kalau Jokowi terang-terangan dukung Ganjar, apakah Projo akan ngambek lagi. Ngancem bubarin diri? 

Manja amat...",positif,1,"waktu prabowo diangkat jadi menhan, projo ngambek. ngancam mau bubarin diri. 

ketika gak dapat jatah kabinet, projo juga ngambek. ngancam mau bubarin diri. 

nanti kalau jokowi terang-terangan dukung ganjar, apakah projo akan ngambek lagi. ngancem bubarin diri? 

manja amat...",waktu prabowo diangkat jadi menhan projo ngambek ngancam mau bubarin diri ketika gak dapat jatah kabinet projo juga ngambek ngancam mau bubarin diri nanti kalau jokowi terangterangan dukung ganjar apakah projo akan ngambek lagi ngancem bubarin diri manja amat,prabowo diangkat menhan projo ngambek ngancam bubarin jatah kabinet projo ngambek ngancam bubarin jokowi terangterangan dukung ganjar projo ngambek ngancem bubarin manja,"['prabowo', 'diangkat', 'menhan', 'projo', 'ngambek', 'ngancam', 'bubarin', 'jatah', 'kabinet', 'projo', 'ngambek', 'ngancam', 'bubarin', 'jokowi', 'terangterangan', 'dukung', 'ganjar', 'projo', 'ngambek', 'ngancem', 'bubarin', 'manja']","['prabowo', 'angkat', 'menhan', 'projo', 'ngambek', 'ngancam', 'bubarin', 'jatah', 'kabinet', 'projo', 'ngambek', 'ngancam', 'bubarin', 'jokowi', 'terangterangan', 'dukung', 'ganjar', 'projo', 'ngambek', 'ngancem', 'bubarin', 'manja']"
@senyawaf,Pak Anies sukses memimpin Jakarta dan pasti akan sukses memimpin Indonesia,positif,1,pak anies sukses memimpin jakarta dan pasti akan sukses memimpin indonesia,pak anies sukses memimpin jakarta dan pasti akan sukses memimpin indonesia,anies sukses memimpin jakarta sukses memimpin indonesia,"['anies', 'sukses', 'memimpin', 'jakarta', 'sukses', 'memimpin', 'indonesia']","['anies', 'sukses', 'pimpin', 'jakarta', 'sukses', 'pimpin', 'indonesia']"
@senyawaf,Pak Anies sukses memimpin Jakarta dan pasti akan sukses memimpin Indonesia,positif,1,pak anies sukses memimpin jakarta dan pasti akan sukses memimpin indonesia,pak anies sukses memimpin jakarta dan pasti akan sukses memimpin indonesia,anies sukses memimpin jakarta sukses memimpin indonesia,"['anies', 'sukses', 'memimpin', 'jakarta', 'sukses', 'memimpin', 'indonesia']","['anies', 'sukses', 'pimpin', 'jakarta', 'sukses', 'pimpin', 'indonesia']"
@streetlawyers85,"Heran aja penjilat anies, apa dipikirnya JIS itu punya 
@aniesbaswedan
. Itu aset negara, skrg negara mau benahi ngak perlu ngamuk2. Syukur2 kekurangan itu tdk dilaporkan ke 
@KPK_RI
 apalagi sdh habiskan anggaran 5T tapi tdk bisa digunakan. Kalau JIS masuk jg KPK terlalu byk kasus.",negatif,-1,"heran aja penjilat anies, apa dipikirnya jis itu punya 
@aniesbaswedan
. itu aset negara, skrg negara mau benahi ngak perlu ngamuk2. syukur2 kekurangan itu tdk dilaporkan ke 
@kpk_ri
 apalagi sdh habiskan anggaran 5t tapi tdk bisa digunakan. kalau jis masuk jg kpk terlalu byk kasus.",heran aja penjilat anies apa dipikirnya jis itu punya itu aset negara skrg negara mau benahi ngak perlu ngamuk syukur kekurangan itu tdk dilaporkan ke ri apalagi sdh habiskan anggaran  tapi tdk bisa digunakan kalau jis masuk jg kpk terlalu byk kasus,heran anies dipikirnya jis aset negara negara benahi ngamuk syukur kekurangan dilaporkan ri habiskan anggaran jis masuk kpk byk,"['heran', 'anies', 'dipikirnya', 'jis', 'aset', 'negara', 'negara', 'benahi', 'ngamuk', 'syukur', 'kekurangan', 'dilaporkan', 'ri', 'habiskan', 'anggaran', 'jis', 'masuk', 'kpk', 'byk']","['heran', 'anies', 'pikir', 'jis', 'aset', 'negara', 'negara', 'benah', 'ngamuk', 'syukur', 'kurang', 'lapor', 'ri', 'habis', 'anggar', 'jis', 'masuk', 'kpk', 'byk']"
@diahnya_sastro,"Janganlah si songong ini dijejerin pk anies,  cukup sma ahy dah gk ada lain yg cocok",positif,1,"janganlah si songong ini dijejerin pk anies,  cukup sma ahy dah gk ada lain yg cocok",janganlah si songong ini dijejerin pk anies cukup sma ahy dah gk ada lain yg cocok,songong dijejerin pk anies sma ahy cocok,"['songong', 'dijejerin', 'pk', 'anies', 'sma', 'ahy', 'cocok']","['songong', 'dijejerin', 'pk', 'anies', 'sma', 'ahy', 'cocok']"
@sintaaeeyy,Pak Anies peka dan responsif sebagai seorang pemimpin.,positif,1,pak anies peka dan responsif sebagai seorang pemimpin.,pak anies peka dan responsif sebagai seorang pemimpin,anies peka responsif pemimpin,"['anies', 'peka', 'responsif', 'pemimpin']","['anies', 'peka', 'responsif', 'pimpin']"
@StefanAntonio__,"Balik ke jalan yang bener Bund
Masa cuma gara gara U20
Menghianati bathin sendiri ??!
Lupa ya Prabowo kayak apa ??!",negatif,-1,"balik ke jalan yang bener bund
masa cuma gara gara u20
menghianati bathin sendiri ??!
lupa ya prabowo kayak apa ??!",balik ke jalan yang bener bund masa cuma gara gara  menghianati bathin sendiri lupa ya prabowo kayak apa,jalan bener bund gara gara menghianati bathin lupa prabowo kayak,"['jalan', 'bener', 'bund', 'gara', 'gara', 'menghianati', 'bathin', 'lupa', 'prabowo', 'kayak']","['jalan', 'bener', 'bund', 'gara', 'gara', 'menghianati', 'bathin', 'lupa', 'prabowo', 'kayak']"
@bachrum_achmadi,"JIS itu trmsk stadion yg blm lama selesai, tp bangunan utamanya sdh selesai.

Klopun ada kekurangan infrastruktur wajar, apalagi skrg sdg on progress.

Tp klo JIS dicap tdk memenuhi standar, fix itu krn efek politik kebencian & kedengkian ke Anies! ",negatif,-1,"jis itu trmsk stadion yg blm lama selesai, tp bangunan utamanya sdh selesai.

klopun ada kekurangan infrastruktur wajar, apalagi skrg sdg on progress.

tp klo jis dicap tdk memenuhi standar, fix itu krn efek politik kebencian & kedengkian ke anies! ",jis itu trmsk stadion yg blm lama selesai tp bangunan utamanya sdh selesai klopun ada kekurangan infrastruktur wajar apalagi skrg sdg on progress tp klo jis dicap tdk memenuhi standar fix itu krn efek politik kebencian kedengkian ke anies,jis trmsk stadion blm selesai bangunan utamanya selesai klopun kekurangan infrastruktur wajar sdg on progress jis dicap memenuhi standar fix efek politik kebencian kedengkian anies,"['jis', 'trmsk', 'stadion', 'blm', 'selesai', 'bangunan', 'utamanya', 'selesai', 'klopun', 'kekurangan', 'infrastruktur', 'wajar', 'sdg', 'on', 'progress', 'jis', 'dicap', 'memenuhi', 'standar', 'fix', 'efek', 'politik', 'kebencian', 'kedengkian', 'anies']","['jis', 'trmsk', 'stadion', 'blm', 'selesai', 'bangun', 'utama', 'selesai', 'klopun', 'kurang', 'infrastruktur', 'wajar', 'sdg', 'on', 'progress', 'jis', 'cap', 'penuh', 'standar', 'fix', 'efek', 'politik', 'benci', 'dengki', 'anies']"
@aewin86,"Nanti diplintir lagi, BURO Happold ditekan Pemerintah untuk menjegal ANIES.

Gelo kabeh.",negatif,-1,"nanti diplintir lagi, buro happold ditekan pemerintah untuk menjegal anies.

gelo kabeh.",nanti diplintir lagi buro happold ditekan pemerintah untuk menjegal anies gelo kabeh,diplintir buro happold ditekan pemerintah menjegal anies gelo kabeh,"['diplintir', 'buro', 'happold', 'ditekan', 'pemerintah', 'menjegal', 'anies', 'gelo', 'kabeh']","['diplintir', 'buro', 'happold', 'tekan', 'perintah', 'jegal', 'anies', 'gelo', 'kabeh']"
@GeiszChalifah,"Ribuan BuzzerRp sdh dikerahkan, pengamat abal2 juga sudah. Ada pula demo membawa bendera HMI yg saat ditanya LK dimana, malah bingung jawabnya. 
HMI MPO bodong juga sudah, Surveyer tipu2 juga sdh. Kini 3 Menteri plus kontraktor diturunkan. Hanya utk delegitimasi Anies Baswedan.",negatif,-1,"ribuan buzzerrp sdh dikerahkan, pengamat abal2 juga sudah. ada pula demo membawa bendera hmi yg saat ditanya lk dimana, malah bingung jawabnya. 
hmi mpo bodong juga sudah, surveyer tipu2 juga sdh. kini 3 menteri plus kontraktor diturunkan. hanya utk delegitimasi anies baswedan.",ribuan buzzerrp sdh dikerahkan pengamat abal juga sudah ada pula demo membawa bendera hmi yg saat ditanya lk dimana malah bingung jawabnya hmi mpo bodong juga sudah surveyer tipu juga sdh kini menteri plus kontraktor diturunkan hanya utk delegitimasi anies baswedan,ribuan buzzerrp dikerahkan pengamat abal demo membawa bendera hmi lk dimana bingung hmi mpo bodong surveyer tipu menteri plus kontraktor diturunkan delegitimasi anies baswedan,"['ribuan', 'buzzerrp', 'dikerahkan', 'pengamat', 'abal', 'demo', 'membawa', 'bendera', 'hmi', 'lk', 'dimana', 'bingung', 'hmi', 'mpo', 'bodong', 'surveyer', 'tipu', 'menteri', 'plus', 'kontraktor', 'diturunkan', 'delegitimasi', 'anies', 'baswedan']","['ribu', 'buzzerrp', 'kerah', 'amat', 'abal', 'demo', 'bawa', 'bendera', 'hmi', 'lk', 'mana', 'bingung', 'hmi', 'mpo', 'bodong', 'surveyer', 'tipu', 'menteri', 'plus', 'kontraktor', 'turun', 'delegitimasi', 'anies', 'baswedan']"
@faz_hrp,"Hahaha, Ini Akun Kalo Ada yg negative tentang Pak Anies, Cepat nya bukan Maen. Yg bikin aneh, Setelah si Arya dan Tukang Rumput kalah debat dan kalah malu, Tiba tiba Muncul Judul ini",negatif,-1,"hahaha, ini akun kalo ada yg negative tentang pak anies, cepat nya bukan maen. yg bikin aneh, setelah si arya dan tukang rumput kalah debat dan kalah malu, tiba tiba muncul judul ini",hahaha ini akun kalo ada yg negative tentang pak anies cepat nya bukan maen yg bikin aneh setelah si arya dan tukang rumput kalah debat dan kalah malu tiba tiba muncul judul ini,hahaha akun negative anies cepat maen aneh arya tukang rumput kalah debat kalah malu muncul judul,"['hahaha', 'akun', 'negative', 'anies', 'cepat', 'maen', 'aneh', 'arya', 'tukang', 'rumput', 'kalah', 'debat', 'kalah', 'malu', 'muncul', 'judul']","['hahaha', 'akun', 'negative', 'anies', 'cepat', 'maen', 'aneh', 'arya', 'tukang', 'rumput', 'kalah', 'debat', 'kalah', 'malu', 'muncul', 'judul']"
@Minhyunqi,Pak Anies sukses dan berhasil memperbaiki fasilitas yang ada di Jakarta,positif,1,pak anies sukses dan berhasil memperbaiki fasilitas yang ada di jakarta,pak anies sukses dan berhasil memperbaiki fasilitas yang ada di jakarta,anies sukses berhasil memperbaiki fasilitas jakarta,"['anies', 'sukses', 'berhasil', 'memperbaiki', 'fasilitas', 'jakarta']","['anies', 'sukses', 'hasil', 'baik', 'fasilitas', 'jakarta']"
@yumiiyummyy_,Anies sukses memperbaiki sistem kesehatan di Jakarta ya,positif,1,anies sukses memperbaiki sistem kesehatan di jakarta ya,anies sukses memperbaiki sistem kesehatan di jakarta ya,anies sukses memperbaiki sistem kesehatan jakarta,"['anies', 'sukses', 'memperbaiki', 'sistem', 'kesehatan', 'jakarta']","['anies', 'sukses', 'baik', 'sistem', 'sehat', 'jakarta']"
@colvdest,Pak Anies peduli dan toleransi bgt sebagai pemimpin loh,positif,1,pak anies peduli dan toleransi bgt sebagai pemimpin loh,pak anies peduli dan toleransi bgt sebagai pemimpin loh,anies peduli toleransi pemimpin,"['anies', 'peduli', 'toleransi', 'pemimpin']","['anies', 'peduli', 'toleransi', 'pimpin']"
@carboxcarbo,Pak Anies sukses membawa perubahan bagi Jakarta,positif,1,pak anies sukses membawa perubahan bagi jakarta,pak anies sukses membawa perubahan bagi jakarta,anies sukses membawa perubahan jakarta,"['anies', 'sukses', 'membawa', 'perubahan', 'jakarta']","['anies', 'sukses', 'bawa', 'ubah', 'jakarta']"
@im_haseje,"Iya ni keren bgt ya, pak anies ahli bikin program yg inklusif",positif,1,"iya ni keren bgt ya, pak anies ahli bikin program yg inklusif",iya ni keren bgt ya pak anies ahli bikin program yg inklusif,iya keren anies ahli program inklusif,"['iya', 'keren', 'anies', 'ahli', 'program', 'inklusif']","['iya', 'keren', 'anies', 'ahli', 'program', 'inklusif']"
@iyo_azza,"Mereka penguasa seperti makan buah simalakama, tidak dipake tapi itu stadion paling megah di ibukota, dipake gengsi karena pak Anies yang buat, ",positif,1,"mereka penguasa seperti makan buah simalakama, tidak dipake tapi itu stadion paling megah di ibukota, dipake gengsi karena pak anies yang buat, ",mereka penguasa seperti makan buah simalakama tidak dipake tapi itu stadion paling megah di ibukota dipake gengsi karena pak anies yang buat,penguasa makan buah simalakama dipake stadion megah ibukota dipake gengsi anies,"['penguasa', 'makan', 'buah', 'simalakama', 'dipake', 'stadion', 'megah', 'ibukota', 'dipake', 'gengsi', 'anies']","['kuasa', 'makan', 'buah', 'simalakama', 'dipake', 'stadion', 'megah', 'ibukota', 'dipake', 'gengsi', 'anies']"
@scraspe,Anies sukses mengelola digitalisasi pelayanan publik melalui JAKI,positif,1,anies sukses mengelola digitalisasi pelayanan publik melalui jaki,anies sukses mengelola digitalisasi pelayanan publik melalui jaki,anies sukses mengelola digitalisasi pelayanan publik jaki,"['anies', 'sukses', 'mengelola', 'digitalisasi', 'pelayanan', 'publik', 'jaki']","['anies', 'sukses', 'kelola', 'digitalisasi', 'layan', 'publik', 'jaki']"
@onang_kea,"@jokowi
 masih punya waktu lebih dari setahun untuk menuntaskannya, kenapa nunggu nanti ? Goblok juga lo 
@yusuf_dumdum
, Tolol sekeluarga lo",negatif,-1,"@jokowi
 masih punya waktu lebih dari setahun untuk menuntaskannya, kenapa nunggu nanti ? goblok juga lo 
@yusuf_dumdum
, tolol sekeluarga lo",masih punya waktu lebih dari setahun untuk menuntaskannya kenapa nunggu nanti goblok juga lo dumdum tolol sekeluarga lo,setahun menuntaskannya nunggu goblok dumdum tolol sekeluarga,"['setahun', 'menuntaskannya', 'nunggu', 'goblok', 'dumdum', 'tolol', 'sekeluarga']","['tahun', 'tuntas', 'nunggu', 'goblok', 'dumdum', 'tolol', 'keluarga']"
@bachrum_achmadi,"Dulu awal ditangkap heboh kali, seolah Johnny G Plate korupsi rugikan negara 8 triliun.

Makin ke sini, ternyata Plate diduga memperkaya diri 17.8 miliar. Pdhl yg diterima pihak lainnya jauh lbh bsr.

Heboh krn Plate dr NasDem parte pendukung Anies. Kolam jd bergemuruh!",negatif,-1,"dulu awal ditangkap heboh kali, seolah johnny g plate korupsi rugikan negara 8 triliun.

makin ke sini, ternyata plate diduga memperkaya diri 17.8 miliar. pdhl yg diterima pihak lainnya jauh lbh bsr.

heboh krn plate dr nasdem parte pendukung anies. kolam jd bergemuruh!",dulu awal ditangkap heboh kali seolah johnny  plate korupsi rugikan negara triliun makin ke sini ternyata plate diduga memperkaya diri miliar pdhl yg diterima pihak lainnya jauh lbh bsr heboh krn plate dr nasdem parte pendukung anies kolam jd bergemuruh,ditangkap heboh kali johnny plate korupsi rugikan negara triliun plate diduga memperkaya miliar diterima lbh bsr heboh plate dr nasdem parte pendukung anies kolam bergemuruh,"['ditangkap', 'heboh', 'kali', 'johnny', 'plate', 'korupsi', 'rugikan', 'negara', 'triliun', 'plate', 'diduga', 'memperkaya', 'miliar', 'diterima', 'lbh', 'bsr', 'heboh', 'plate', 'dr', 'nasdem', 'parte', 'pendukung', 'anies', 'kolam', 'bergemuruh']","['tangkap', 'heboh', 'kali', 'johnny', 'plate', 'korupsi', 'rugi', 'negara', 'triliun', 'plate', 'duga', 'kaya', 'miliar', 'terima', 'lbh', 'bsr', 'heboh', 'plate', 'dr', 'nasdem', 'parte', 'dukung', 'anies', 'kolam', 'gemuruh']"
@RagilSemar,"Anies nanggepi soal JIS woles aja.

Maka biarkan yg ribut para fanatik capres dan pejabat2 caper saja lah.

Rakyat kecil cukup perhatikan RUU kesehatan, maling Nikel, gerombolan garong BTS, begundal kebon sawit, dan perkara2 lain yang jauh lebih jahat.

Monggo.",negatif,-1,"anies nanggepi soal jis woles aja.

maka biarkan yg ribut para fanatik capres dan pejabat2 caper saja lah.

rakyat kecil cukup perhatikan ruu kesehatan, maling nikel, gerombolan garong bts, begundal kebon sawit, dan perkara2 lain yang jauh lebih jahat.

monggo.",anies nanggepi soal jis woles aja maka biarkan yg ribut para fanatik capres dan pejabat caper saja lah rakyat kecil cukup perhatikan ruu kesehatan maling nikel gerombolan garong bts begundal kebon sawit dan perkara lain yang jauh lebih jahat monggo,anies nanggepi jis woles biarkan ribut fanatik capres pejabat caper rakyat perhatikan ruu kesehatan maling nikel gerombolan garong bts begundal kebon sawit perkara jahat monggo,"['anies', 'nanggepi', 'jis', 'woles', 'biarkan', 'ribut', 'fanatik', 'capres', 'pejabat', 'caper', 'rakyat', 'perhatikan', 'ruu', 'kesehatan', 'maling', 'nikel', 'gerombolan', 'garong', 'bts', 'begundal', 'kebon', 'sawit', 'perkara', 'jahat', 'monggo']","['anies', 'nanggepi', 'jis', 'woles', 'biar', 'ribut', 'fanatik', 'capres', 'jabat', 'caper', 'rakyat', 'perhati', 'ruu', 'sehat', 'maling', 'nikel', 'gerombol', 'garong', 'bts', 'begundal', 'kebon', 'sawit', 'perkara', 'jahat', 'monggo']"
@cebong_dungu2,Jhon Sitorus bin miduk17 yang notabene non muslim sang penghembus fitnah terhadap Bapak Anies Baswedan sedang nangis karena hatinya SAKIT ngeliat kenyataan Bapak Anies Baswedan di Arab Saudi,negatif,-1,jhon sitorus bin miduk17 yang notabene non muslim sang penghembus fitnah terhadap bapak anies baswedan sedang nangis karena hatinya sakit ngeliat kenyataan bapak anies baswedan di arab saudi,jhon sitorus bin miduk yang notabene non muslim sang penghembus fitnah terhadap bapak anies baswedan sedang nangis karena hatinya sakit ngeliat kenyataan bapak anies baswedan di arab saudi,jhon sitorus bin miduk notabene non muslim sang penghembus fitnah anies baswedan nangis hatinya sakit ngeliat kenyataan anies baswedan arab saudi,"['jhon', 'sitorus', 'bin', 'miduk', 'notabene', 'non', 'muslim', 'sang', 'penghembus', 'fitnah', 'anies', 'baswedan', 'nangis', 'hatinya', 'sakit', 'ngeliat', 'kenyataan', 'anies', 'baswedan', 'arab', 'saudi']","['jhon', 'sitorus', 'bin', 'miduk', 'notabene', 'non', 'muslim', 'sang', 'hembus', 'fitnah', 'anies', 'baswedan', 'nang', 'hati', 'sakit', 'ngeliat', 'nyata', 'anies', 'baswedan', 'arab', 'saudi']"
@gmautaugtaumau,Anies sukses setiap menjadi pemimpin,positif,1,anies sukses setiap menjadi pemimpin,anies sukses setiap menjadi pemimpin,anies sukses pemimpin,"['anies', 'sukses', 'pemimpin']","['anies', 'sukses', 'pimpin']"
@fenjuls,Pak Anies ahli sebagai pemimpin karena pengalamannya,positif,1,pak anies ahli sebagai pemimpin karena pengalamannya,pak anies ahli sebagai pemimpin karena pengalamannya,anies ahli pemimpin pengalamannya,"['anies', 'ahli', 'pemimpin', 'pengalamannya']","['anies', 'ahli', 'pimpin', 'alam']"
@rif_lw,"Yang bikin rame tuh pendukungnya anies. Setiap ada event bola inter mesti jis di sangkutin, bilang gabakal dipake karena kedok politik.  giliran di telusuri banyak yang ga standar,  eh nyalahin politik lagi.  Kocak terus pemerintah kudu piee",negatif,-1,"yang bikin rame tuh pendukungnya anies. setiap ada event bola inter mesti jis di sangkutin, bilang gabakal dipake karena kedok politik.  giliran di telusuri banyak yang ga standar,  eh nyalahin politik lagi.  kocak terus pemerintah kudu piee",yang bikin rame tuh pendukungnya anies setiap ada event bola inter mesti jis di sangkutin bilang gabakal dipake karena kedok politik giliran di telusuri banyak yang ga standar eh nyalahin politik lagi kocak terus pemerintah kudu piee,rame pendukungnya anies event bola inter mesti jis sangkutin gabakal dipake kedok politik giliran telusuri standar nyalahin politik kocak pemerintah kudu piee,"['rame', 'pendukungnya', 'anies', 'event', 'bola', 'inter', 'mesti', 'jis', 'sangkutin', 'gabakal', 'dipake', 'kedok', 'politik', 'giliran', 'telusuri', 'standar', 'nyalahin', 'politik', 'kocak', 'pemerintah', 'kudu', 'piee']","['rame', 'dukung', 'anies', 'event', 'bola', 'inter', 'mesti', 'jis', 'sangkutin', 'gabakal', 'dipake', 'kedok', 'politik', 'gilir', 'telusur', 'standar', 'nyalahin', 'politik', 'kocak', 'perintah', 'kudu', 'piee']"
@Minhyunqi,Pak Anies sukses dan berhasil memperbaiki fasilitas yang ada di Jakarta,positif,1,pak anies sukses dan berhasil memperbaiki fasilitas yang ada di jakarta,pak anies sukses dan berhasil memperbaiki fasilitas yang ada di jakarta,anies sukses berhasil memperbaiki fasilitas jakarta,"['anies', 'sukses', 'berhasil', 'memperbaiki', 'fasilitas', 'jakarta']","['anies', 'sukses', 'hasil', 'baik', 'fasilitas', 'jakarta']"
@kangdede78,"Tinggal nunggu penyembah ‘berhala JIS’ menyerang Konsultan desain yg bermarkas di Inggris, Buro Happold.

Narasinya: “Konsultan itu ditekan rezim untuk menjelek-jelekan Anies” Capres mantan Gubernur TERBURUK sepanjang sejarah DKI.

Dalam… Show more",negatif,-1,"tinggal nunggu penyembah ‘berhala jis’ menyerang konsultan desain yg bermarkas di inggris, buro happold.

narasinya: “konsultan itu ditekan rezim untuk menjelek-jelekan anies” capres mantan gubernur terburuk sepanjang sejarah dki.

dalam… show more",tinggal nunggu penyembah berhala jis menyerang konsultan desain yg bermarkas di inggris buro happold narasinya konsultan itu ditekan rezim untuk menjelekjelekan anies capres mantan gubernur terburuk sepanjang sejarah dki dalam show more,tinggal nunggu penyembah berhala jis menyerang konsultan desain bermarkas inggris buro happold narasinya konsultan ditekan menjelekjelekan anies capres mantan gubernur terburuk sejarah dki show more,"['tinggal', 'nunggu', 'penyembah', 'berhala', 'jis', 'menyerang', 'konsultan', 'desain', 'bermarkas', 'inggris', 'buro', 'happold', 'narasinya', 'konsultan', 'ditekan', 'menjelekjelekan', 'anies', 'capres', 'mantan', 'gubernur', 'terburuk', 'sejarah', 'dki', 'show', 'more']","['tinggal', 'nunggu', 'sembah', 'berhala', 'jis', 'serang', 'konsultan', 'desain', 'markas', 'inggris', 'buro', 'happold', 'narasi', 'konsultan', 'tekan', 'menjelekjelekan', 'anies', 'capres', 'mantan', 'gubernur', 'buruk', 'sejarah', 'dki', 'show', 'more']"
@Budionotaslim3,"Klo itu benar,Insya Alloh pak Anies 2024 menjadi Presiden prasasti yg ditanda tangani orang lain lebih baik dicopot,rakyat Indonesia bahkan dunia tahu siapa yg membangun JIS",positif,1,"klo itu benar,insya alloh pak anies 2024 menjadi presiden prasasti yg ditanda tangani orang lain lebih baik dicopot,rakyat indonesia bahkan dunia tahu siapa yg membangun jis",klo itu benarinsya alloh pak anies menjadi presiden prasasti yg ditanda tangani orang lain lebih baik dicopotrakyat indonesia bahkan dunia tahu siapa yg membangun jis,benarinsya alloh anies presiden prasasti ditanda tangani orang dicopotrakyat indonesia dunia membangun jis,"['benarinsya', 'alloh', 'anies', 'presiden', 'prasasti', 'ditanda', 'tangani', 'orang', 'dicopotrakyat', 'indonesia', 'dunia', 'membangun', 'jis']","['benarinsya', 'alloh', 'anies', 'presiden', 'prasasti', 'tanda', 'tangan', 'orang', 'dicopotrakyat', 'indonesia', 'dunia', 'bangun', 'jis']"
@DokterTifa,"Ketika mas 
@aniesbaswedan
 Dalam kampanye Pilkada DKI Jakarta waktu itu, dengan yakin dan bersemangat akan bikin program Rumah DP 0%, kening saya berkerut dan dalam hati saya membatin:

Ah mana mungkin. Ngacok aja nih Anies.

But, a long the way, beberapa bulan ini saya sedang… Show more",positif,1,"ketika mas 
@aniesbaswedan
 dalam kampanye pilkada dki jakarta waktu itu, dengan yakin dan bersemangat akan bikin program rumah dp 0%, kening saya berkerut dan dalam hati saya membatin:

ah mana mungkin. ngacok aja nih anies.

but, a long the way, beberapa bulan ini saya sedang… show more",ketika mas dalam kampanye pilkada dki jakarta waktu itu dengan yakin dan bersemangat akan bikin program rumah dp kening saya berkerut dan dalam hati saya membatin ah mana mungkin ngacok aja nih anies but  long the way beberapa bulan ini saya sedang show more,mas kampanye pilkada dki jakarta bersemangat program rumah dp kening berkerut hati membatin ah ngacok anies but long the way show more,"['mas', 'kampanye', 'pilkada', 'dki', 'jakarta', 'bersemangat', 'program', 'rumah', 'dp', 'kening', 'berkerut', 'hati', 'membatin', 'ah', 'ngacok', 'anies', 'but', 'long', 'the', 'way', 'show', 'more']","['mas', 'kampanye', 'pilkada', 'dki', 'jakarta', 'semangat', 'program', 'rumah', 'dp', 'kening', 'kerut', 'hati', 'batin', 'ah', 'ngacok', 'anies', 'but', 'long', 'the', 'way', 'show', 'more']"
@TlHamid,Anies itu paket kumpli pak..jago pidato juga jago kerja hanya orang yg buta hatinya saja yg tdk bisa melihat kemampuan Anies,positif,1,anies itu paket kumpli pak..jago pidato juga jago kerja hanya orang yg buta hatinya saja yg tdk bisa melihat kemampuan anies,anies itu paket kumpli pakjago pidato juga jago kerja hanya orang yg buta hatinya saja yg tdk bisa melihat kemampuan anies,anies paket kumpli pakjago pidato jago kerja orang buta hatinya kemampuan anies,"['anies', 'paket', 'kumpli', 'pakjago', 'pidato', 'jago', 'kerja', 'orang', 'buta', 'hatinya', 'kemampuan', 'anies']","['anies', 'paket', 'kumpli', 'pakjago', 'pidato', 'jago', 'kerja', 'orang', 'buta', 'hati', 'mampu', 'anies']"
@PenunggangHati,"Rumusnya begini :

JIS vs simpang susun semanggi
Sirkuit FE vs simpang susun semanggi
Kp. Aquarium vs simpang susun semanggi
Halte Sudirman vs simpang susun semanggi

Jadi semua hasil karya Anies cuma vs simpang susun semanggi, karena ga ada lg yg bisa dibanggakan",netral,0,"rumusnya begini :

jis vs simpang susun semanggi
sirkuit fe vs simpang susun semanggi
kp. aquarium vs simpang susun semanggi
halte sudirman vs simpang susun semanggi

jadi semua hasil karya anies cuma vs simpang susun semanggi, karena ga ada lg yg bisa dibanggakan",rumusnya begini jis vs simpang susun semanggi sirkuit fe vs simpang susun semanggi kp aquarium vs simpang susun semanggi halte sudirman vs simpang susun semanggi jadi semua hasil karya anies cuma vs simpang susun semanggi karena ga ada lg yg bisa dibanggakan,rumusnya jis vs simpang susun semanggi sirkuit fe vs simpang susun semanggi kp aquarium vs simpang susun semanggi halte sudirman vs simpang susun semanggi hasil karya anies vs simpang susun semanggi dibanggakan,"['rumusnya', 'jis', 'vs', 'simpang', 'susun', 'semanggi', 'sirkuit', 'fe', 'vs', 'simpang', 'susun', 'semanggi', 'kp', 'aquarium', 'vs', 'simpang', 'susun', 'semanggi', 'halte', 'sudirman', 'vs', 'simpang', 'susun', 'semanggi', 'hasil', 'karya', 'anies', 'vs', 'simpang', 'susun', 'semanggi', 'dibanggakan']","['rumus', 'jis', 'vs', 'simpang', 'susun', 'semanggi', 'sirkuit', 'fe', 'vs', 'simpang', 'susun', 'semanggi', 'kp', 'aquarium', 'vs', 'simpang', 'susun', 'semanggi', 'halte', 'sudirman', 'vs', 'simpang', 'susun', 'semanggi', 'hasil', 'karya', 'anies', 'vs', 'simpang', 'susun', 'semanggi', 'bangga']"
@enermge,Pak Anies peka dalam merespon masalah yg dihadapi warga,negatif,-1,pak anies peka dalam merespon masalah yg dihadapi warga,pak anies peka dalam merespon masalah yg dihadapi warga,anies peka merespon dihadapi warga,"['anies', 'peka', 'merespon', 'dihadapi', 'warga']","['anies', 'peka', 'merespon', 'hadap', 'warga']"
